original,Date,Open,High,Low,Close,Adj Close,Volume
20140124,2014-01-24,19,19.5,18.5,18.8,14.2723,8417060
20140127,2014-01-27,18.7,18.8,18.1,18.4,13.9686,3240910
20140206,2014-02-06,18.2,18.3,17.6,17.6,13.3613,959590
20140207,2014-02-07,17.4,17.5,16.5,16.6,12.6021,2987600
20140210,2014-02-10,16.5,17.2,16.2,17,12.9058,4052090
20140211,2014-02-11,17.2,17.2,16.9,16.9,12.8299,1938480
20140212,2014-02-12,16.8,16.9,16.7,16.8,12.754,1176180
20140213,2014-02-13,16.8,16.9,16.6,16.6,12.6021,2156140
20140214,2014-02-14,16.8,17,16.6,16.8,12.754,1489380
20140217,2014-02-17,16.9,16.9,16.6,16.7,12.6781,1173560
20140218,2014-02-18,16.7,16.7,16.6,16.6,12.6021,1861540
20140219,2014-02-19,16.7,16.8,16.5,16.6,12.6021,2988120
20140220,2014-02-20,16.7,17.2,16.6,16.9,12.8299,3243650
20140221,2014-02-21,16.8,16.8,16.7,16.7,12.6781,903040
20140224,2014-02-24,16.8,16.8,16.6,16.7,12.6781,833430
20140225,2014-02-25,16.6,16.7,16.5,16.7,12.6781,1249150
20140226,2014-02-26,16.7,16.9,16.6,16.7,12.6781,1399670
20140227,2014-02-27,16.7,17.4,16.7,16.9,12.8299,3731900
20140228,2014-02-28,16.8,17,16.8,17,12.9058,1154560
20140303,2014-03-03,16.9,17,16.7,16.7,12.6781,954830
20140304,2014-03-04,16.6,16.7,16.5,16.6,12.6021,1551740
20140305,2014-03-05,16.7,16.8,16.6,16.6,12.6021,737090
20140306,2014-03-06,16.6,16.7,16.5,16.6,12.6021,768340
20140307,2014-03-07,16.6,16.7,16.6,16.6,12.6021,773450
20140310,2014-03-10,16.6,16.8,16.6,16.7,12.6781,957770
20140311,2014-03-11,16.6,16.7,16.6,16.6,12.6021,752790
20140312,2014-03-12,16.6,16.7,16.5,16.5,12.5262,979430
20140313,2014-03-13,16.6,16.6,16.4,16.5,12.5262,806950
20140314,2014-03-14,16.6,16.7,16.4,16.6,12.6021,924510
20140317,2014-03-17,16.6,16.7,16.5,16.6,12.6021,989350
20140318,2014-03-18,16.6,16.9,16.5,16.8,12.754,2171570
20140319,2014-03-19,16.9,17.4,16.9,17.4,13.2095,5624790
20140320,2014-03-20,17.5,18,17.5,17.7,13.4372,3325420
20140321,2014-03-21,17.5,17.8,17.5,17.5,13.2854,1236010
20140324,2014-03-24,17.7,18,17.6,17.6,13.3613,2498010
20140325,2014-03-25,17.7,17.7,17.2,17.2,13.0576,2051430
20140326,2014-03-26,17.3,17.3,16.7,16.8,12.754,2030920
20140327,2014-03-27,16.9,16.9,16.7,16.8,12.754,1026180
20140328,2014-03-28,16.8,17,16.8,17,12.9058,713160
20140331,2014-03-31,17.1,17.1,16.8,16.8,12.754,831760
20140401,2014-04-01,16.9,16.9,16.6,16.7,12.6781,1701600
20140402,2014-04-02,16.7,16.8,16.5,16.7,12.6781,1217110
20140403,2014-04-03,16.7,16.9,16.6,16.8,12.754,519700
20140404,2014-04-04,16.9,16.9,16.7,16.9,12.8299,608360
20140407,2014-04-07,16.8,16.9,16.7,16.8,12.754,441790
20140408,2014-04-08,16.8,16.9,16.7,16.7,12.6781,515610
20140410,2014-04-10,16.7,16.8,16.7,16.7,12.6781,485550
20140411,2014-04-11,16.6,16.7,16.5,16.6,12.6021,670380
20140414,2014-04-14,16.7,16.8,16.6,16.7,12.6781,414100
20140415,2014-04-15,16.6,16.7,16.5,16.5,12.5262,480360
20140416,2014-04-16,16.5,16.5,15.8,16,12.1466,1065090
20140417,2014-04-17,16,16.4,16,16.1,12.2226,681040
20140418,2014-04-18,16.1,16.2,15.9,15.9,12.0707,763370
20140421,2014-04-21,15.9,15.9,15.4,15.5,11.7671,565920
20140422,2014-04-22,15.4,15.8,15.3,15.8,11.9948,529160
20140423,2014-04-23,15.9,15.9,15.6,15.8,11.9948,217960
20140424,2014-04-24,15.7,15.9,15.7,15.9,12.0707,288090
20140425,2014-04-25,15.7,16,15.7,15.7,11.9189,516240
20140428,2014-04-28,15.7,15.8,15.6,15.7,11.9189,336220
20140429,2014-04-29,15.7,15.8,15.7,15.8,11.9948,202970
20140505,2014-05-05,15.9,15.9,15.5,15.6,11.843,301760
20140506,2014-05-06,15.5,15.6,15.1,15.2,11.5393,479520
20140507,2014-05-07,15.2,15.6,15.2,15.5,11.7671,274120
20140508,2014-05-08,15.3,15.3,14.5,14.6,11.0838,1515840
20140509,2014-05-09,14.4,14.8,14.4,14.8,11.2356,308830
20140512,2014-05-12,14.7,14.7,13.8,14,10.6283,520700
20140513,2014-05-13,14,14.2,13.5,14.1,10.7042,695610
20140514,2014-05-14,14,14.8,14,14.7,11.1597,473470
20140515,2014-05-15,14.8,14.8,13.9,14.2,10.7801,636940
20140516,2014-05-16,14.2,14.6,14.1,14.6,11.0838,333670
20140519,2014-05-19,14.4,14.7,14.4,14.5,11.0079,357580
20140520,2014-05-20,14.5,14.7,14.4,14.7,11.1597,181780
20140521,2014-05-21,14.6,15,14.4,14.9,11.3116,604540
20140522,2014-05-22,14.9,14.9,14.6,14.6,11.0838,233070
20140523,2014-05-23,14.7,14.7,14.5,14.7,11.1597,163360
20140526,2014-05-26,14.5,14.7,14.5,14.6,11.0838,103450
20140527,2014-05-27,14.6,15,14.6,15,11.3875,445140
20140528,2014-05-28,15,15,14.8,14.9,11.3116,404820
20140529,2014-05-29,14.8,15,14.8,14.9,11.3116,423040
20140530,2014-05-30,14.8,14.9,14.7,14.8,11.2356,192420
20140602,2014-06-02,14.8,14.8,14.5,14.6,11.0838,278960
20140603,2014-06-03,14.5,14.7,14.5,14.5,11.0079,168500
20140604,2014-06-04,14.5,14.6,14.3,14.5,11.0079,157450
20140605,2014-06-05,14.5,14.5,14.3,14.5,11.0079,54870
20140606,2014-06-06,14.4,14.6,14.4,14.6,11.0838,91870
20140609,2014-06-09,14.6,14.7,14.4,14.5,11.0079,162110
20140610,2014-06-10,14.5,14.8,14.4,14.7,11.1597,216450
20140611,2014-06-11,14.7,14.7,14.5,14.7,11.1597,361280
20140612,2014-06-12,14.7,14.9,14.7,14.9,11.3116,454450
20140613,2014-06-13,14.8,15,14.7,14.9,11.3116,507030
20140616,2014-06-16,14.9,15,14.8,14.9,11.3116,343780
20140617,2014-06-17,14.9,15,14.8,14.9,11.3116,241630
20140618,2014-06-18,14.9,15,14.8,14.9,11.3116,427080
20140619,2014-06-19,14.8,14.9,14.6,14.9,11.3116,310390
20140620,2014-06-20,14.8,14.9,14.7,14.7,11.1597,136260
20140623,2014-06-23,14.7,14.9,14.7,14.9,11.3116,210760
20140624,2014-06-24,14.8,15,14.8,15,11.3875,317550
20140625,2014-06-25,14.9,15,14.8,15,11.3875,282130
20140626,2014-06-26,14.9,15.3,14.8,15.1,11.4634,561760
20140627,2014-06-27,15,15.2,15,15.2,11.5393,295440
20140630,2014-06-30,15.2,15.2,15,15.2,11.5393,259480
20140701,2014-07-01,15.1,15.1,15,15.1,11.4634,375930
20140702,2014-07-02,15.1,15.3,15,15.2,11.5393,650420
20140703,2014-07-03,15.2,15.3,15.1,15.2,11.5393,391260
20140704,2014-07-04,15.2,15.2,15.1,15.2,11.5393,206750
20140707,2014-07-07,15.1,15.2,15,15,11.3875,252570
20140708,2014-07-08,15,15.1,14.8,14.8,11.2356,284940
20140709,2014-07-09,14.9,15.1,14.8,15,11.3875,304900
20140710,2014-07-10,15,15,14.8,14.8,11.2356,344960
20140711,2014-07-11,14.9,14.9,14.8,14.9,11.3116,117230
20140714,2014-07-14,14.8,14.9,14.7,14.8,11.2356,82990
20140715,2014-07-15,14.8,14.9,14.7,14.9,11.3116,355370
20140716,2014-07-16,15,15,14.9,14.9,11.3116,356200
20140717,2014-07-17,14.9,15,14.8,14.9,11.3116,103650
20140718,2014-07-18,15,15,14.9,15,11.3875,347570
20140721,2014-07-21,14.9,15,14.8,14.9,11.3116,126260
20140722,2014-07-22,14.8,14.9,14.7,14.8,11.2356,95750
20140723,2014-07-23,14.9,14.9,14.7,14.7,11.1597,142650
20140724,2014-07-24,14.7,14.9,14.7,14.8,11.2356,185940
20140725,2014-07-25,14.8,15.7,14.8,15.3,11.6152,1736770
20140728,2014-07-28,15.3,15.4,15.1,15.3,11.6152,450520
20140729,2014-07-29,15.4,15.4,15.1,15.1,11.4634,242380
20140730,2014-07-30,15.1,15.4,15,15.2,11.5393,1349570
20140731,2014-07-31,15.2,15.3,15.1,15.2,11.5393,356880
20140801,2014-08-01,15.2,15.4,15.2,15.3,11.6152,406370
20140804,2014-08-04,15.3,15.8,15.3,15.7,11.9189,1466890
20140805,2014-08-05,15.7,15.8,15.6,15.7,11.9189,730130
20140806,2014-08-06,15.7,15.7,15.5,15.6,11.843,278630
20140807,2014-08-07,15.5,15.7,15.5,15.6,11.843,603770
20140808,2014-08-08,15,15,14.6,14.8,11.8828,899050
20140811,2014-08-11,14.7,14.8,14.5,14.5,11.6419,256040
20140812,2014-08-12,14.5,14.5,14.3,14.4,11.5617,252780
20140813,2014-08-13,14.3,14.5,14.2,14.5,11.6419,329460
20140814,2014-08-14,14.4,14.6,14.3,14.3,11.4814,261390
20140815,2014-08-15,14.4,14.4,14.2,14.2,11.4011,202100
20140818,2014-08-18,14.1,14.2,13.8,13.9,11.1602,721730
20140819,2014-08-19,13.9,14,13.9,13.9,11.1602,343930
20140820,2014-08-20,13.9,14,13.9,14,11.2405,370800
20140821,2014-08-21,14.1,14.2,13.9,14.2,11.4011,475540
20140822,2014-08-22,14.2,14.2,13.9,13.9,11.1602,585500
20140825,2014-08-25,14,14,13.9,13.9,11.1602,313870
20140826,2014-08-26,14,14.1,13.9,14.1,11.3208,367320
20140827,2014-08-27,14.1,14.1,13.9,13.9,11.1602,227180
20140828,2014-08-28,13.9,14,13.9,14,11.2405,202330
20140829,2014-08-29,14,14.9,13.9,14.9,11.9631,2090500
20140903,2014-09-03,14.9,15.1,14.6,14.7,11.8025,593880
20140904,2014-09-04,14.6,14.8,14.4,14.5,11.6419,390050
20140905,2014-09-05,14.4,14.5,14.2,14.4,11.5617,739480
20140908,2014-09-08,14.4,14.4,14.2,14.2,11.4011,846120
20140909,2014-09-09,14.2,14.3,14,14.2,11.4011,399870
20140910,2014-09-10,14.1,14.2,14,14.1,11.3208,252240
20140911,2014-09-11,14.2,14.2,14,14.1,11.3208,209860
20140912,2014-09-12,14.1,14.2,14,14.1,11.3208,250500
20140915,2014-09-15,14.1,14.2,13.9,14,11.2405,392500
20140916,2014-09-16,14,14,13.8,13.9,11.1602,473890
20140917,2014-09-17,13.9,14,13.8,13.9,11.1602,434550
20140918,2014-09-18,14,14,13.8,13.9,11.1602,221490
20140919,2014-09-19,13.9,14,13.8,13.9,11.1602,225530
20140922,2014-09-22,13.9,14,13.8,13.8,11.0799,354320
20140923,2014-09-23,13.8,13.9,13.7,13.8,11.0799,269030
20140924,2014-09-24,13.8,13.9,13.7,13.7,10.9996,206180
20140925,2014-09-25,13.8,14,13.7,13.9,11.1602,335400
20140926,2014-09-26,13.9,14,13.8,13.8,11.0799,97740
20140929,2014-09-29,13.8,14,13.8,13.9,11.1602,368070
20140930,2014-09-30,13.9,13.9,13.7,13.8,11.0799,230550
20141001,2014-10-01,13.8,13.9,13.8,13.8,11.0799,250860
20141002,2014-10-02,13.8,13.9,13.8,13.9,11.1602,343140
20141003,2014-10-03,13.9,14,13.8,13.9,11.1602,108820
20141006,2014-10-06,13.9,13.9,13.8,13.9,11.1602,288640
20141007,2014-10-07,13.9,13.9,13.8,13.8,11.0799,258270
20141008,2014-10-08,13.8,13.8,13.6,13.7,10.9996,669460
20141009,2014-10-09,13.7,13.8,13.6,13.7,10.9996,433470
20141010,2014-10-10,13.7,13.7,13.6,13.6,10.9193,423660
20141013,2014-10-13,13.7,13.7,13.4,13.5,10.8391,302560
20141014,2014-10-14,13.6,13.6,13.3,13.3,10.6785,257940
20141015,2014-10-15,13.3,13.4,13.2,13.3,10.6785,272660
20141016,2014-10-16,13.3,13.4,13.1,13.1,10.5179,221660
20141017,2014-10-17,13.1,13.2,12.9,13.1,10.5179,414390
20141020,2014-10-20,13.2,13.2,13,13.2,10.5982,100900
20141021,2014-10-21,13.1,13.2,13.1,13.2,10.5982,155550
20141022,2014-10-22,13.2,13.3,13.1,13.2,10.5982,159840
20141023,2014-10-23,13.2,13.2,13,13.1,10.5179,311540
20141024,2014-10-24,13,13.2,13,13,10.4376,127540
20141027,2014-10-27,12.9,13,12.6,12.6,10.1164,353810
20141028,2014-10-28,12.6,12.7,12.6,12.7,10.1967,299750
20141029,2014-10-29,12.7,12.9,12.7,12.8,10.277,189190
20141030,2014-10-30,12.9,12.9,12.7,12.8,10.277,69700
20141031,2014-10-31,12.8,13.5,12.7,13.5,10.8391,372750
20141103,2014-11-03,13.4,13.5,13.2,13.2,10.5982,419180
20141104,2014-11-04,13.2,13.2,13,13,10.4376,109060
20141105,2014-11-05,13,13.1,12.9,12.9,10.3573,133390
20141106,2014-11-06,13,13.2,13,13.1,10.5179,237440
20141107,2014-11-07,13.1,13.2,13,13.1,10.5179,148180
20141110,2014-11-10,13.1,13.2,13.1,13.1,10.5179,113490
20141111,2014-11-11,13.1,13.2,13,13,10.4376,116250
20141112,2014-11-12,13.1,13.1,13,13,10.4376,124110
20141113,2014-11-13,13.1,13.2,13,13.2,10.5982,139390
20141114,2014-11-14,13.2,13.2,13,13,10.4376,223700
20141117,2014-11-17,13.2,13.2,13,13.2,10.5982,258110
20141118,2014-11-18,13,13.2,13,13.1,10.5179,244260
20141119,2014-11-19,13,13.1,13,13.1,10.5179,104150
20141120,2014-11-20,13.1,13.1,13,13,10.4376,140250
20141121,2014-11-21,13,13.1,13,13,10.4376,347440
20141124,2014-11-24,13,13,12.8,12.9,10.3573,202960
20141125,2014-11-25,12.9,13,12.9,12.9,10.3573,150970
20141126,2014-11-26,12.9,13,12.8,12.8,10.277,274110
20141127,2014-11-27,12.8,12.8,12.6,12.7,10.1967,361890
20141128,2014-11-28,12.7,12.8,12.7,12.7,10.1967,188610
20141201,2014-12-01,12.7,12.9,12.7,12.9,10.3573,97520
20141202,2014-12-02,12.9,13.1,12.7,13.1,10.5179,495640
20141203,2014-12-03,13,13.1,12.9,13.1,10.5179,213520
20141204,2014-12-04,13.1,13.6,13,13.3,10.6785,801550
20141205,2014-12-05,13.3,13.5,13.2,13.4,10.7588,434010
20141208,2014-12-08,13.4,13.4,13.2,13.2,10.5982,220750
20141209,2014-12-09,13.2,13.2,12.8,12.9,10.3573,428590
20141210,2014-12-10,12.9,13.2,12.7,13,10.4376,458660
20141211,2014-12-11,13,13.2,12.9,13.1,10.5179,310500
20141212,2014-12-12,13.1,13.3,13.1,13.1,10.5179,188780
20141215,2014-12-15,13.1,13.2,13.1,13.1,10.5179,124110
20141216,2014-12-16,13,13.1,12.9,12.9,10.3573,197950
20141217,2014-12-17,12.8,13,12.5,12.7,10.1967,373740
20141218,2014-12-18,12.8,12.9,12.7,12.9,10.3573,72360
20141219,2014-12-19,12.9,13,12.7,12.9,10.3573,51430
20141222,2014-12-22,12.9,13.2,12.9,13.1,10.5179,364470
20141223,2014-12-23,13.1,13.2,13,13.1,10.5179,146840
20141224,2014-12-24,13,13.1,12.9,13,10.4376,92620
20141225,2014-12-25,12.9,13,12.8,13,10.4376,102730
20141226,2014-12-26,13,13,12.8,12.8,10.277,84170
20141229,2014-12-29,12.9,13,12.7,12.7,10.1967,86380
20141230,2014-12-30,12.7,12.9,12.7,12.9,10.3573,128410
20141231,2014-12-31,12.9,13.1,12.7,12.7,10.1967,214120
20150105,2015-01-05,12.9,13,12.9,12.9,10.3573,66380
20150106,2015-01-06,12.8,13.3,12.8,13.2,10.5982,403170
20150107,2015-01-07,13.2,13.6,13.1,13.6,10.9193,830630
20150108,2015-01-08,13.6,13.8,13.4,13.6,10.9193,798240
20150109,2015-01-09,13.6,14.5,13.6,14.5,11.6419,3291280
20150112,2015-01-12,15,15.5,14.9,15.5,12.4448,3509140
20150113,2015-01-13,15.6,16.5,15.6,16.4,13.1674,4239540
20150114,2015-01-14,16.2,16.9,15.9,16.3,13.0872,3626720
20150115,2015-01-15,16.3,16.9,16.3,16.4,13.1674,3854730
20150116,2015-01-16,16.5,16.7,16.2,16.2,13.0069,2253150
20150119,2015-01-19,16.5,16.8,16.2,16.4,13.1674,3218140
20150120,2015-01-20,16.3,16.4,16,16.2,13.0069,1468560
20150121,2015-01-21,16.2,16.3,15.7,15.7,12.6054,1726690
20150122,2015-01-22,15.7,16.7,15.4,16.7,13.4083,4915010
20150123,2015-01-23,17.2,17.7,17.1,17.4,13.9703,5685560
20150126,2015-01-26,17.4,17.6,17.2,17.4,13.9703,2805130
20150127,2015-01-27,17.3,18,17.1,17.4,13.9703,6307270
20150128,2015-01-28,17.4,18.6,17.4,18.6,14.9338,7664440
20150129,2015-01-29,18.5,18.8,17.9,18.2,14.6126,4488270
20150130,2015-01-30,18,18.1,17.4,17.5,14.0506,4223660
20150202,2015-02-02,17.4,17.7,17.2,17.2,13.8098,2416500
20150203,2015-02-03,17.5,17.5,16,16,12.8463,4755860
20150204,2015-02-04,15.7,15.9,15.1,15.7,12.6054,4557400
20150205,2015-02-05,15.8,16.5,15.8,16.4,13.1674,1889090
20150206,2015-02-06,16.5,17.4,16.3,17.4,13.9703,2719610
20150209,2015-02-09,17.2,17.7,17.1,17.3,13.89,4540560
20150210,2015-02-10,17.8,18.1,17.6,17.9,14.3718,3685400
20150211,2015-02-11,17.8,18.2,17.7,18.1,14.5324,2092460
20150212,2015-02-12,18.1,18.2,17.5,17.8,14.2915,2683000
20150213,2015-02-13,17.8,18.1,17.5,17.8,14.2915,2237110
20150224,2015-02-24,18.1,18.6,18,18.5,14.8535,2604540
20150225,2015-02-25,18.8,19.2,18.4,18.5,14.8535,6844330
20150226,2015-02-26,18.5,19,18.5,18.9,15.1747,2272350
20150227,2015-02-27,18.9,19.1,18.5,18.6,14.9338,2068430
20150302,2015-03-02,18.4,18.7,18.3,18.5,14.8535,2321900
20150303,2015-03-03,18.5,18.8,18.5,18.6,14.9338,2069810
20150304,2015-03-04,18.6,18.7,18.3,18.6,14.9338,3163180
20150305,2015-03-05,18.6,18.7,18.1,18.1,14.5324,2812950
20150306,2015-03-06,18,18.7,17.9,18.5,14.8535,3674670
20150309,2015-03-09,18.5,18.6,18,18.1,14.5324,1681020
20150310,2015-03-10,18,18.4,18,18.3,14.6929,1700740
20150311,2015-03-11,18.1,18.6,18.1,18.3,14.6929,1830980
20150312,2015-03-12,18.3,18.5,18.3,18.4,14.7732,1252200
20150313,2015-03-13,18.5,18.8,18.5,18.6,14.9338,2433590
20150316,2015-03-16,18.5,18.6,18.3,18.3,14.6929,1402610
20150317,2015-03-17,18.3,18.5,18.2,18.3,14.6929,1211420
20150318,2015-03-18,18.2,18.3,17.9,18,14.4521,2495840
20150319,2015-03-19,18.1,18.2,17.6,17.7,14.2112,1820330
20150320,2015-03-20,17.6,18,17.6,17.9,14.3718,1173340
20150323,2015-03-23,17.9,18.1,17.2,17.3,13.89,1769900
20150324,2015-03-24,17.1,17.2,16.7,17.2,13.8098,2786500
20150325,2015-03-25,17.3,17.6,17.1,17.4,13.9703,1102480
20150326,2015-03-26,17.2,18,17.2,17.8,14.2915,2105980
20150327,2015-03-27,17.9,18,17.6,17.7,14.2112,1477530
20150330,2015-03-30,17.7,17.8,17.3,17.3,13.89,1263880
20150331,2015-03-31,17.1,17.8,17.1,17.6,14.1309,1169760
20150401,2015-04-01,17.6,17.7,17.3,17.3,13.89,1268780
20150402,2015-04-02,17.5,17.9,17.3,17.9,14.3718,1271640
20150403,2015-04-03,17.9,18,17.7,17.8,14.2915,1450020
20150406,2015-04-06,17.8,17.9,17.7,17.8,14.2915,569590
20150407,2015-04-07,17.7,18.4,17.7,18.4,14.7732,2636680
20150408,2015-04-08,18.4,18.6,18.3,18.5,14.8535,910500
20150409,2015-04-09,18.4,18.9,18.4,18.9,15.1747,2454430
20150410,2015-04-10,18.8,19.3,18.8,19,15.255,3852170
20150413,2015-04-13,19,19.2,18.7,19,15.255,1486590
20150414,2015-04-14,19,19.4,18.9,19,15.255,5097900
20150415,2015-04-15,18.8,19.1,18.8,19,15.255,2069480
20150416,2015-04-16,19,19.7,19,19.6,15.7367,4920810
20150417,2015-04-17,19.6,19.8,19.3,19.3,15.4958,2686790
20150420,2015-04-20,19.2,19.3,19,19.1,15.3353,1284590
20150421,2015-04-21,19,19.3,18.8,18.8,15.0944,2204810
20150422,2015-04-22,18.8,19,18.4,18.6,14.9338,2705440
20150423,2015-04-23,18.7,18.8,18.4,18.6,14.9338,1127420
20150424,2015-04-24,18.7,19,18.7,19,15.255,684920
20150427,2015-04-27,19,19.2,18.8,18.8,15.0944,950380
20150504,2015-05-04,18.8,18.8,17.5,17.5,14.0506,1881900
20150505,2015-05-05,17.7,18.1,17.1,18,14.4521,1981420
20150506,2015-05-06,18,18.2,17.6,17.8,14.2915,761530
20150507,2015-05-07,17.6,18.5,17.6,18.4,14.7732,771260
20150508,2015-05-08,17.8,18,17.5,17.9,15.2154,1376640
20150511,2015-05-11,17.9,18,17.7,17.7,15.0454,465380
20150512,2015-05-12,17.7,17.8,17.1,17.5,14.8754,1428100
20150513,2015-05-13,17.5,17.6,17,17.3,14.7054,1621480
20150514,2015-05-14,17.3,17.7,17.1,17.5,14.8754,804260
20150515,2015-05-15,17.6,17.7,17.3,17.3,14.7054,1013200
20150518,2015-05-18,17.3,17.4,17,17.1,14.5354,677080
20150519,2015-05-19,17.3,17.4,17.1,17.3,14.7054,481540
20150520,2015-05-20,17.3,17.9,17.3,17.8,15.1304,1103900
20150521,2015-05-21,17.9,18.1,17.8,17.8,15.1304,984730
20150522,2015-05-22,17.8,18.4,17.8,18.3,15.5554,1889170
20150525,2015-05-25,18.2,18.7,18.2,18.6,15.8104,1170460
20150526,2015-05-26,18.6,19.3,18.5,19.2,16.3204,2855890
20150527,2015-05-27,19.1,19.9,19,19.5,16.5754,2260150
20150528,2015-05-28,19.6,20.7,19.4,20.3,17.2555,3016040
20150529,2015-05-29,20.2,20.7,20,20.2,17.1705,2213330
20150601,2015-06-01,20.2,21.6,19.9,20.9,17.7655,2520640
20150602,2015-06-02,20.9,21.9,20.5,20.6,17.5105,3699620
20150603,2015-06-03,20.7,21.2,20.2,20.6,17.5105,1709380
20150604,2015-06-04,20.6,21.1,20.4,20.6,17.5105,2761430
20150605,2015-06-05,20.5,21.9,20.5,21.8,18.5305,2937100
20150608,2015-06-08,22.3,22.6,21.8,21.8,18.5305,2974130
20150609,2015-06-09,21.8,22,21,21.2,18.0205,3117630
20150610,2015-06-10,21.2,21.3,20.6,21.2,18.0205,2616750
20150611,2015-06-11,21.4,21.7,21,21.4,18.1905,1450590
20150612,2015-06-12,21.4,21.6,21.1,21.2,18.0205,1291230
20150615,2015-06-15,21.3,22,21.2,22,18.7005,2040050
20150616,2015-06-16,22.2,22.4,21.5,21.5,18.2755,1682910
20150617,2015-06-17,21.2,21.7,21.1,21.5,18.2755,1396270
20150618,2015-06-18,21.5,21.7,21.3,21.3,18.1055,697040
20150619,2015-06-19,21.6,22.2,21.5,21.8,18.5305,1947610
20150622,2015-06-22,21.8,22.5,21.8,22.5,19.1255,3260090
20150623,2015-06-23,22.5,22.8,22.3,22.7,19.2955,1958010
20150624,2015-06-24,22.6,22.7,22.4,22.6,19.2105,1771700
20150625,2015-06-25,22.5,22.8,22.1,22.7,19.2955,1556650
20150626,2015-06-26,22.7,22.7,21.5,21.5,18.2755,2965660
20150629,2015-06-29,21.3,22.3,21.2,22.2,18.8705,2151360
20150630,2015-06-30,22,22.7,22,22.1,18.7855,2042130
20150701,2015-07-01,22.2,22.3,21.7,21.9,18.6155,1437650
20150702,2015-07-02,21.8,23.4,21.8,23.4,19.8905,4039430
20150703,2015-07-03,24,25,23.5,24.6,20.9106,2702600
20150706,2015-07-06,24.9,25.6,24.7,25.3,21.5056,2877760
20150707,2015-07-07,25.3,27,24.7,26.7,22.6956,3130440
20150708,2015-07-08,26.3,27.4,25.1,25.9,22.0156,4433040
20150709,2015-07-09,25.2,26.2,25.1,25.3,21.5056,5260640
20150710,2015-07-10,25.7,25.9,25.3,25.7,21.8456,3914560
20150713,2015-07-13,25.7,26.2,25.2,25.8,21.9306,2417630
